codigo_material_recibido,cantidad_actual
0RH1002C422-2512220020,5000
0RH1002C422-2512220019,5000
0RH1002C422-2512220018,5000
0RH1002C422-2512220017,5000
0RH1002C422-2512220016,5000
0RH1002C422-2512220015,5000
0RH1002C422-2512220014,5000
0RH1002C422-2512220013,5000
0RH1002C422-2512220012,5000
0RH1002C422-2512220011,5000
0RH1002C422-2512220010,5000
0RH1002C422-2512220009,5000
0RH1002C422-2512220008,5000
0RH1002C422-2512220007,5000
0RH1002C422-2512220006,5000
0RH1002C422-2512220005,5000
0RH1002C422-2512220004,5000
0RH1002C422-2512220003,5000
0RH1002C422-2512220002,5000
0RH1002C422-2512220001,5000
0RH1002C422-2512160140,5000
0RH1002C422-2512160139,5000
0RH1002C422-2512160138,5000
0RH1002C422-2512160137,5000
0RH1002C422-2512160136,5000
0RH1002C422-2512160135,5000
0RH1002C422-2512160134,5000
0RH1002C422-2512160133,5000
0RH1002C422-2512160132,5000
0RH1002C422-2512160131,5000
0RH1002C422-2512160130,5000
0RH1002C422-2512160129,5000
0RH1002C422-2512160128,5000
0RH1002C422-2512160127,5000
0RH1002C422-2512160126,5000
0RH1002C422-2512160125,5000
0RH1002C422-2512160124,5000
0RH1002C422-2512160123,5000
0RH1002C422-2512160122,5000
0RH1002C422-2512160121,5000
0RH1002C422-2512160120,5000
0RH1002C422-2512160119,5000
0RH1002C422-2512160118,5000
0RH1002C422-2512160117,5000
0RH1002C422-2512160116,5000
0RH1002C422-2512160115,5000
0RH1002C422-2512160114,5000
0RH1002C422-2512160113,5000
0RH1002C422-2512160112,5000
0RH1002C422-2512160111,5000
0RH1002C422-2512160110,5000
0RH1002C422-2512160109,5000
0RH1002C422-2512160108,5000
0RH1002C422-2512160107,5000
0RH1002C422-2512160106,5000
0RH1002C422-2512160105,5000
0RH1002C422-2512160104,5000
0RH1002C422-2512160103,5000
0RH1002C422-2512160102,5000
0RH1002C422-2512160101,5000
0RH1002C422-2512160100,5000
0RH1002C422-2512160099,5000
0RH1002C422-2512160098,5000
0RH1002C422-2512160097,5000
0RH1002C422-2512160096,5000
0RH1002C422-2512160095,5000
0RH1002C422-2512160094,5000
0RH1002C422-2512160093,5000
0RH1002C422-2512160092,5000
0RH1002C422-2512160091,5000
0RH1002C422-2512160090,5000
0RH1002C422-2512160089,5000
0RH1002C422-2512160088,5000
0RH1002C422-2512160087,5000
0RH1002C422-2512160086,5000
0RH1002C422-2512160085,5000
0RH1002C422-2512160084,5000
0RH1002C422-2512160083,5000
0RH1002C422-2512160082,5000
0RH1002C422-2512160081,5000
0RH1002C422-2512160080,5000
0RH1002C422-2512160079,5000
0RH1002C422-2512160078,5000
0RH1002C422-2512160077,5000
0RH1002C422-2512160076,5000
0RH1002C422-2512160075,5000
0RH1002C422-2512160074,5000
0RH1002C422-2512160073,5000
0RH1002C422-2512160072,5000
0RH1002C422-2512160071,5000
0RH1002C422-2512160070,5000
0RH1002C422-2512160069,5000
0RH1002C422-2512160068,5000
0RH1002C422-2512160067,5000
0RH1002C422-2512160066,5000
0RH1002C422-2512160065,5000
0RH1002C422-2512160064,5000
0RH1002C422-2512160063,5000
0RH1002C422-2512160062,5000
0RH1002C422-2512160061,5000
0RH1002C422-2512160060,5000
0RH1002C422-2512160059,5000
0RH1002C422-2512160058,5000
0RH1002C422-2512160057,5000
0RH1002C422-2512160056,5000
0RH1002C422-2512160055,5000
0RH1002C422-2512160054,5000
0RH1002C422-2512160053,5000
0RH1002C422-2512160052,5000
0RH1002C422-2512160051,5000
0RH1002C422-2512160050,5000
0RH1002C422-2512160049,5000
0RH1002C422-2512160048,5000
0RH1002C422-2512160047,5000
0RH1002C422-2512160046,5000
0RH1002C422-2512160045,5000
0RH1002C422-2512160044,5000
0RH1002C422-2512160043,5000
0RH1002C422-2512160042,5000
0RH1002C422-2512160041,5000
0RH1002C422-2512160040,5000
0RH1002C422-2512160039,5000
0RH1002C422-2512160038,5000
0RH1002C422-2512160037,5000
0RH1002C422-2512160036,5000
0RH1002C422-2512160035,5000
0RH1002C422-2512160034,5000
0RH1002C422-2512160033,5000
0RH1002C422-2512160032,5000
0RH1002C422-2512160031,5000
0RH1002C422-2512160030,5000
0RH1002C422-2512160029,5000
0RH1002C422-2512160028,5000
0RH1002C422-2512160027,5000
0RH1002C422-2512160026,5000
0RH1002C422-2512160025,5000
0RH1002C422-2512160024,5000
0RH1002C422-2512160023,5000
0RH1002C422-2512160022,5000
0RH1002C422-2512160021,5000
0RH1002C422-2512160020,5000
0RH1002C422-2512160019,5000
0RH1002C422-2512160018,5000
0RH1002C422-2512160017,5000
0RH1002C422-2512160016,5000
0RH1002C422-2512160015,5000
0RH1002C422-2512160014,5000
0RH1002C422-2512160013,5000
0RH1002C422-2512160012,5000
0RH1002C422-2512160011,5000
0RH1002C422-2512160010,5000
0RH1002C422-2512160009,5000
0RH1002C422-2512160008,5000
0RH1002C422-2512160007,5000
0RH1002C422-2512160006,5000
0RH1002C422-2512160005,5000
0RH1002C422-2512160004,5000
0RH1002C422-2512160003,5000
0RH1002C422-2512160002,5000
0RH1002C422-2512160001,5000
0RH1002C422-2512150300,5000
0RH1002C422-2512150299,5000
0RH1002C422-2512150298,5000
0RH1002C422-2512150297,5000
0RH1002C422-2512150296,5000
0RH1002C422-2512150295,5000
0RH1002C422-2512150294,5000
0RH1002C422-2512150293,5000
0RH1002C422-2512150292,5000
0RH1002C422-2512150291,5000
0RH1002C422-2512150290,5000
0RH1002C422-2512150289,5000
0RH1002C422-2512150288,5000
0RH1002C422-2512150287,5000
0RH1002C422-2512150286,5000
0RH1002C422-2512150285,5000
0RH1002C422-2512150284,5000
0RH1002C422-2512150283,5000
0RH1002C422-2512150282,5000
0RH1002C422-2512150281,5000
0RH1002C422-2512150280,5000
0RH1002C422-2512150279,5000
0RH1002C422-2512150278,5000
0RH1002C422-2512150277,5000
0RH1002C422-2512150276,5000
0RH1002C422-2512150275,5000
0RH1002C422-2512150274,5000
0RH1002C422-2512150273,5000
0RH1002C422-2512150272,5000
0RH1002C422-2512150271,5000
0RH1002C422-2512150270,5000
0RH1002C422-2512150269,5000
0RH1002C422-2512150268,5000
0RH1002C422-2512150267,5000
0RH1002C422-2512150266,5000
0RH1002C422-2512150265,5000
0RH1002C422-2512150264,5000
0RH1002C422-2512150263,5000
0RH1002C422-2512150262,5000
0RH1002C422-2512150261,5000
0RH1002C422-2512150260,5000
0RH1002C422-2512150259,5000
0RH1002C422-2512150258,5000
0RH1002C422-2512150257,5000
0RH1002C422-2512150256,5000
0RH1002C422-2512150255,5000
0RH1002C422-2512150254,5000
0RH1002C422-2512150253,5000
0RH1002C422-2512150252,5000
0RH1002C422-2512150251,5000
0RH1002C422-2512150250,5000
0RH1002C422-2512150249,5000
0RH1002C422-2512150248,5000
0RH1002C422-2512150247,5000
0RH1002C422-2512150246,5000
0RH1002C422-2512150245,5000
0RH1002C422-2512150244,5000
0RH1002C422-2512150243,5000
0RH1002C422-2512150242,5000
0RH1002C422-2512150241,5000
0RH1002C422-2512150240,5000
0RH1002C422-2512150239,5000
0RH1002C422-2512150238,5000
0RH1002C422-2512150237,5000
0RH1002C422-2512150236,5000
0RH1002C422-2512150235,5000
0RH1002C422-2512150234,5000
0RH1002C422-2512150233,5000
0RH1002C422-2512150232,5000
0RH1002C422-2512150231,5000
0RH1002C422-2512150230,5000
0RH1002C422-2512150229,5000
0RH1002C422-2512150228,5000
0RH1002C422-2512150227,5000
0RH1002C422-2512150226,5000
0RH1002C422-2512150225,5000
0RH1002C422-2512150224,5000
0RH1002C422-2512150223,5000
0RH1002C422-2512150222,5000
0RH1002C422-2512150221,5000
0RH1002C422-2512150220,5000
0RH1002C422-2512150219,5000
0RH1002C422-2512150218,5000
0RH1002C422-2512150217,5000
0RH1002C422-2512150216,5000
0RH1002C422-2512150215,5000
0RH1002C422-2512150214,5000
0RH1002C422-2512150213,5000
0RH1002C422-2512150212,5000
0RH1002C422-2512150211,5000
0RH1002C422-2512150210,5000
0RH1002C422-2512150209,5000
0RH1002C422-2512150208,5000
0RH1002C422-2512150207,5000
0RH1002C422-2512150206,5000
0RH1002C422-2512150205,5000
0RH1002C422-2512150204,5000
0RH1002C422-2512150203,5000
0RH1002C422-2512150202,5000
0RH1002C422-2512150201,5000
0RH1002C422-2512150200,5000
0RH1002C422-2512150199,5000
0RH1002C422-2512150198,5000
0RH1002C422-2512150197,5000
0RH1002C422-2512150196,5000
0RH1002C422-2512150195,5000
0RH1002C422-2512150194,5000
0RH1002C422-2512150193,5000
0RH1002C422-2512150192,5000
0RH1002C422-2512150191,5000
0RH1002C422-2512150190,5000
0RH1002C422-2512150189,5000
0RH1002C422-2512150188,5000
0RH1002C422-2512150187,5000
0RH1002C422-2512150186,5000
0RH1002C422-2512150185,5000
0RH1002C422-2512150184,5000
0RH1002C422-2512150183,5000
0RH1002C422-2512150182,5000
0RH1002C422-2512150181,5000
0RH1002C422-2512150180,5000
0RH1002C422-2512150179,5000
0RH1002C422-2512150178,5000
0RH1002C422-2512150177,5000
0RH1002C422-2512150176,5000
0RH1002C422-2512150175,5000
0RH1002C422-2512150174,5000
0RH1002C422-2512150173,5000
0RH1002C422-2512150172,5000
0RH1002C422-2512150171,5000
0RH1002C422-2512150170,5000
0RH1002C422-2512150169,5000
0RH1002C422-2512150168,5000
0RH1002C422-2512150167,5000
0RH1002C422-2512150166,5000
0RH1002C422-2512150165,5000
0RH1002C422-2512150164,5000
0RH1002C422-2512150163,5000
0RH1002C422-2512150162,5000
0RH1002C422-2512150161,5000
0RH1002C422-2512150160,5000
0RH1002C422-2512150159,5000
0RH1002C422-2512150158,5000
0RH1002C422-2512150157,5000
0RH1002C422-2512150156,5000
0RH1002C422-2512150155,5000
0RH1002C422-2512150154,5000
0RH1002C422-2512150153,5000
0RH1002C422-2512150152,5000
0RH1002C422-2512150151,5000
0RH1002C422-2512150150,5000
0RH1002C422-2512150149,5000
0RH1002C422-2512150148,5000
0RH1002C422-2512150147,5000
0RH1002C422-2512150146,5000
0RH1002C422-2512150145,5000
0RH1002C422-2512150144,5000
0RH1002C422-2512150143,5000
0RH1002C422-2512150142,5000
0RH1002C422-2512150141,5000
0RH1002C422-2512150140,5000
0RH1002C422-2512150139,5000
0RH1002C422-2512150138,5000
0RH1002C422-2512150137,5000
0RH1002C422-2512150136,5000
0RH1002C422-2512150135,5000
0RH1002C422-2512150134,5000
0RH1002C422-2512150133,5000
0RH1002C422-2512150132,5000
0RH1002C422-2512150131,5000
0RH1002C422-2512150130,5000
0RH1002C422-2512150129,5000
0RH1002C422-2512150128,5000
0RH1002C422-2512150127,5000
0RH1002C422-2512150126,5000
0RH1002C422-2512150125,5000
0RH1002C422-2512150124,5000
0RH1002C422-2512150123,5000
0RH1002C422-2512150122,5000
0RH1002C422-2512150121,5000
0RH1002C422-2512150120,5000
0RH1002C422-2512150119,5000
0RH1002C422-2512150118,5000
0RH1002C422-2512150117,5000
0RH1002C422-2512150116,5000
0RH1002C422-2512150114,5000
0RH1002C422-2512150115,5000
0RH1002C422-2512150113,5000
0RH1002C422-2512150112,5000
0RH1002C422-2512150111,5000
0RH1002C422-2512150110,5000
0RH1002C422-2512150109,5000
0RH1002C422-2512150108,5000
0RH1002C422-2512150107,5000
0RH1002C422-2512150106,5000
0RH1002C422-2512150105,5000
0RH1002C422-2512150104,5000
0RH1002C422-2512150103,5000
0RH1002C422-2512150102,5000
0RH1002C422-2512150101,5000
0RH1002C422-2512150100,5000
0RH1002C422-2512150099,5000
0RH1002C422-2512150098,5000
0RH1002C422-2512150097,5000
0RH1002C422-2512150096,5000
0RH1002C422-2512150095,5000
0RH1002C422-2512150094,5000
0RH1002C422-2512150093,5000
0RH1002C422-2512150092,5000
0RH1002C422-2512150091,5000
0RH1002C422-2512150089,5000
0RH1002C422-2512150090,5000
0RH1002C422-2512150088,5000
0RH1002C422-2512150087,5000
0RH1002C422-2512150086,5000
0RH1002C422-2512150085,5000
0RH1002C422-2512150084,5000
0RH1002C422-2512150083,5000
0RH1002C422-2512150082,5000
0RH1002C422-2512150081,5000
0RH1002C422-2512150080,5000
0RH1002C422-2512150079,5000
0RH1002C422-2512150078,5000
0RH1002C422-2512150077,5000
0RH1002C422-2512150076,5000
0RH1002C422-2512150075,5000
0RH1002C422-2512150074,5000
0RH1002C422-2512150073,5000
0RH1002C422-2512150072,5000
0RH1002C422-2512150071,5000
0RH1002C422-2512150070,5000
0RH1002C422-2512150069,5000
0RH1002C422-2512150068,5000
0RH1002C422-2512150067,5000
0RH1002C422-2512150066,5000
0RH1002C422-2512150065,5000
0RH1002C422-2512150064,5000
0RH1002C422-2512150063,5000
0RH1002C422-2512150062,5000
0RH1002C422-2512150061,5000
0RH1002C422-2512150060,5000
0RH1002C422-2512150059,5000
0RH1002C422-2512150058,5000
0RH1002C422-2512150057,5000
0RH1002C422-2512150056,5000
0RH1002C422-2512150055,5000
0RH1002C422-2512150054,5000
0RH1002C422-2512150053,5000
0RH1002C422-2512150052,5000
0RH1002C422-2512150051,5000
0RH1002C422-2512150050,5000
0RH1002C422-2512150049,5000
0RH1002C422-2512150048,5000
0RH1002C422-2512150047,5000
0RH1002C422-2512150046,5000
0RH1002C422-2512150045,5000
0RH1002C422-2512150044,5000
0RH1002C422-2512150043,5000
0RH1002C422-2512150042,5000
0RH1002C422-2512150041,5000
0RH1002C422-2512150040,5000
0RH1002C422-2512150039,5000
0RH1002C422-2512150038,5000
0RH1002C422-2512150037,5000
0RH1002C422-2512150036,5000
0RH1002C422-2512150035,5000
0RH1002C422-2512150034,5000
0RH1002C422-2512150033,5000
0RH1002C422-2512150032,5000
0RH1002C422-2512150031,5000
0RH1002C422-2512150030,5000
0RH1002C422-2512150029,5000
0RH1002C422-2512150028,5000
0RH1002C422-2512150027,5000
0RH1002C422-2512150026,5000
0RH1002C422-2512150025,5000
0RH1002C422-2512150024,5000
0RH1002C422-2512150023,5000
0RH1002C422-2512150022,5000
0RH1002C422-2512150021,5000
0RH1002C422-2512150020,5000
0RH1002C422-2512150019,5000
0RH1002C422-2512150018,5000
0RH1002C422-2512150017,5000
0RH1002C422-2512150016,5000
0RH1002C422-2512150015,5000
0RH1002C422-2512150014,5000
0RH1002C422-2512150013,5000
0RH1002C422-2512150012,5000
0RH1002C422-2512150011,5000
0RH1002C422-2512150010,5000
0RH1002C422-2512150009,5000
0RH1002C422-2512150008,5000
0RH1002C422-2512150007,5000
0RH1002C422-2512150006,5000
0RH1002C422-2512150005,5000
0RH1002C422-2512150004,5000
0RH1002C422-2512150003,5000
0RH1002C422-2512150002,5000
0RH1002C422-2512150001,5000
0RH1002C422-2512110280,5000
0RH1002C422-2512110279,5000
0RH1002C422-2512110278,5000
0RH1002C422-2512110277,5000
0RH1002C422-2512110276,5000
0RH1002C422-2512110275,5000
0RH1002C422-2512110274,5000
0RH1002C422-2512110273,5000
0RH1002C422-2512110272,5000
0RH1002C422-2512110271,5000
0RH1002C422-2512110270,5000
0RH1002C422-2512110269,5000
0RH1002C422-2512110268,5000
0RH1002C422-2512110267,5000
0RH1002C422-2512110266,5000
0RH1002C422-2512110265,5000
0RH1002C422-2512110264,5000
0RH1002C422-2512110263,5000
0RH1002C422-2512110262,5000
0RH1002C422-2512110261,5000
0RH1002C422-2512110260,5000
0RH1002C422-2512110259,5000
0RH1002C422-2512110258,5000
0RH1002C422-2512110257,5000
0RH1002C422-2512110256,5000
0RH1002C422-2512110255,5000
0RH1002C422-2512110254,5000
0RH1002C422-2512110253,5000
0RH1002C422-2512110252,5000
0RH1002C422-2512110251,5000
0RH1002C422-2512110250,5000
0RH1002C422-2512110249,5000
0RH1002C422-2512110248,5000
0RH1002C422-2512110247,5000
0RH1002C422-2512110246,5000
0RH1002C422-2512110245,5000
0RH1002C422-2512110244,5000
0RH1002C422-2512110243,5000
0RH1002C422-2512110242,5000
0RH1002C422-2512110241,5000
0RH1002C422-2512110240,5000
0RH1002C422-2512110239,5000
0RH1002C422-2512110238,5000
0RH1002C422-2512110237,5000
0RH1002C422-2512110236,5000
0RH1002C422-2512110235,5000
0RH1002C422-2512110234,5000
0RH1002C422-2512110233,5000
0RH1002C422-2512110232,5000
0RH1002C422-2512110231,5000
0RH1002C422-2512110230,5000
0RH1002C422-2512110229,5000
0RH1002C422-2512110228,5000
0RH1002C422-2512110227,5000
0RH1002C422-2512110226,5000
0RH1002C422-2512110225,5000
0RH1002C422-2512110224,5000
0RH1002C422-2512110223,5000
0RH1002C422-2512110222,5000
0RH1002C422-2512110221,5000
0RH1002C422-2512110220,5000
0RH1002C422-2512110219,5000
0RH1002C422-2512110218,5000
0RH1002C422-2512110217,5000
0RH1002C422-2512110216,5000
0RH1002C422-2512110215,5000
0RH1002C422-2512110214,5000
0RH1002C422-2512110213,5000
0RH1002C422-2512110212,5000
0RH1002C422-2512110211,5000
0RH1002C422-2512110210,5000
0RH1002C422-2512110209,5000
0RH1002C422-2512110208,5000
0RH1002C422-2512110207,5000
0RH1002C422-2512110206,5000
0RH1002C422-2512110205,5000
0RH1002C422-2512110204,5000
0RH1002C422-2512110203,5000
0RH1002C422-2512110202,5000
0RH1002C422-2512110201,5000
0RH1002C422-2512110200,5000
0RH1002C422-2512110199,5000
0RH1002C422-2512110198,5000
0RH1002C422-2512110197,5000
0RH1002C422-2512110196,5000
0RH1002C422-2512110195,5000
0RH1002C422-2512110194,5000
0RH1002C422-2512110193,5000
0RH1002C422-2512110192,5000
0RH1002C422-2512110191,5000
0RH1002C422-2512110190,5000
0RH1002C422-2512110189,5000
0RH1002C422-2512110188,5000
0RH1002C422-2512110187,5000
0RH1002C422-2512110186,5000
0RH1002C422-2512110185,5000
0RH1002C422-2512110184,5000
0RH1002C422-2512110183,5000
0RH1002C422-2512110182,5000
0RH1002C422-2512110181,5000
0RH1002C422-2512110180,5000
0RH1002C422-2512110179,5000
0RH1002C422-2512110178,5000
0RH1002C422-2512110177,5000
0RH1002C422-2512110176,5000
0RH1002C422-2512110175,5000
0RH1002C422-2512110174,5000
0RH1002C422-2512110173,5000
0RH1002C422-2512110172,5000
0RH1002C422-2512110171,5000
0RH1002C422-2512110170,5000
0RH1002C422-2512110169,5000
0RH1002C422-2512110168,5000
0RH1002C422-2512110167,5000
0RH1002C422-2512110166,5000
0RH1002C422-2512110165,5000
0RH1002C422-2512110164,5000
0RH1002C422-2512110163,5000
0RH1002C422-2512110162,5000
0RH1002C422-2512110161,5000
0RH1002C422-2512110160,5000
0RH1002C422-2512110159,5000
0RH1002C422-2512110158,5000
0RH1002C422-2512110157,5000
0RH1002C422-2512110156,5000
0RH1002C422-2512110155,5000
0RH1002C422-2512110154,5000
0RH1002C422-2512110153,5000
0RH1002C422-2512110152,5000
0RH1002C422-2512110151,5000
0RH1002C422-2512110150,5000
0RH1002C422-2512110149,5000
0RH1002C422-2512110148,5000
0RH1002C422-2512110147,5000
0RH1002C422-2512110146,5000
0RH1002C422-2512110145,5000
0RH1002C422-2512110144,5000
0RH1002C422-2512110143,5000
0RH1002C422-2512110142,5000
0RH1002C422-2512110141,5000
0RH1002C422-2512110140,5000
0RH1002C422-2512110139,5000
0RH1002C422-2512110138,5000
0RH1002C422-2512110137,5000
0RH1002C422-2512110136,5000
0RH1002C422-2512110135,5000
0RH1002C422-2512110134,5000
0RH1002C422-2512110133,5000
0RH1002C422-2512110132,5000
0RH1002C422-2512110131,5000
0RH1002C422-2512110130,5000
0RH1002C422-2512110129,5000
0RH1002C422-2512110128,5000
0RH1002C422-2512110127,5000
0RH1002C422-2512110126,5000
0RH1002C422-2512110125,5000
0RH1002C422-2512110124,5000
0RH1002C422-2512110123,5000
0RH1002C422-2512110122,5000
0RH1002C422-2512110121,5000
0RH1002C422-2512110120,5000
0RH1002C422-2512110119,5000
0RH1002C422-2512110118,5000
0RH1002C422-2512110117,5000
0RH1002C422-2512110116,5000
0RH1002C422-2512110115,5000
0RH1002C422-2512110114,5000
0RH1002C422-2512110113,5000
0RH1002C422-2512110112,5000
0RH1002C422-2512110111,5000
0RH1002C422-2512110110,5000
0RH1002C422-2512110109,5000
0RH1002C422-2512110108,5000
0RH1002C422-2512110107,5000
0RH1002C422-2512110106,5000
0RH1002C422-2512110105,5000
0RH1002C422-2512110104,5000
0RH1002C422-2512110103,5000
0RH1002C422-2512110102,5000
0RH1002C422-2512110101,5000
0TR387509AB-2601020120,3000
0TR387509AB-2601020119,3000
0TR387509AB-2601020118,3000
0TR387509AB-2601020117,3000
0TR387509AB-2601020116,3000
0TR387509AB-2601020115,3000
0TR387509AB-2601020114,3000
0TR387509AB-2601020113,3000
0TR387509AB-2601020112,3000
0TR387509AB-2601020111,3000
0TR387509AB-2601020110,3000
0TR387509AB-2601020109,3000
0TR387509AB-2601020108,3000
0TR387509AB-2601020107,3000
0TR387509AB-2601020106,3000
0TR387509AB-2601020105,3000
0TR387509AB-2601020104,3000
0TR387509AB-2601020103,3000
0TR387509AB-2601020102,3000
0TR387509AB-2601020101,3000
0TR387509AB-2601020100,3000
0TR387509AB-2601020099,3000
0TR387509AB-2601020098,3000
0TR387509AB-2601020097,3000
0TR387509AB-2601020096,3000
0TR387509AB-2601020095,3000
0TR387509AB-2601020094,3000
0TR387509AB-2601020093,3000
0TR387509AB-2601020092,3000
0TR387509AB-2601020091,3000
0TR387509AB-2601020090,3000
0TR387509AB-2601020089,3000
0TR387509AB-2601020088,3000
0TR387509AB-2601020087,3000
0TR387509AB-2601020086,3000
0TR387509AB-2601020085,3000
0TR387509AB-2601020084,3000
0TR387509AB-2601020083,3000
0TR387509AB-2601020082,3000
0TR387509AB-2601020081,3000
0TR387509AB-2601020080,3000
0TR387509AB-2601020079,3000
0TR387509AB-2601020078,3000
0TR387509AB-2601020077,3000
0TR387509AB-2601020076,3000
0TR387509AB-2601020075,3000
0TR387509AB-2601020074,3000
0TR387509AB-2601020073,3000
0TR387509AB-2601020072,3000
0TR387509AB-2601020071,3000
0TR387509AB-2601020070,3000
0TR387509AB-2601020069,3000
0TR387509AB-2601020068,3000
0TR387509AB-2601020067,3000
0TR387509AB-2601020066,3000
0TR387509AB-2601020065,3000
0TR387509AB-2601020064,3000
0TR387509AB-2601020063,3000
0TR387509AB-2601020062,3000
0TR387509AB-2601020061,3000
0TR387509AB-2601020060,3000
0TR387509AB-2601020059,3000
0TR387509AB-2601020058,3000
0TR387509AB-2601020057,3000
0TR387509AB-2601020056,3000
0TR387509AB-2601020055,3000
0TR387509AB-2601020054,3000
0TR387509AB-2601020053,3000
0TR387509AB-2601020052,3000
0TR387509AB-2601020051,3000
0TR387509AB-2601020050,3000
0TR387509AB-2601020049,3000
0TR387509AB-2601020047,3000
0TR387509AB-2601020048,3000
0TR387509AB-2601020046,3000
0TR387509AB-2601020045,3000
0TR387509AB-2601020044,3000
0TR387509AB-2601020043,3000
0TR387509AB-2601020042,3000
0TR387509AB-2601020041,3000
0TR387509AB-2601020040,3000
0TR387509AB-2601020039,3000
0TR387509AB-2601020038,3000
0TR387509AB-2601020037,3000
0TR387509AB-2601020036,3000
0TR387509AB-2601020034,3000
0TR387509AB-2601020035,3000
0TR387509AB-2601020033,3000
0TR387509AB-2601020032,3000
0TR387509AB-2601020031,3000
0TR387509AB-2601020030,3000
0TR387509AB-2601020029,3000
0TR387509AB-2601020028,3000
0TR387509AB-2601020027,3000
0TR387509AB-2601020026,3000
